loan_status,issue_d,loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,application_type,mort_acc,pub_rec_bankruptcies,fico_range_high
Fully Paid,Oct-2015,20000.0,7000.0, 36 months,16.74,663.79,F,G1,10+ years,RENT,23430.1,Verified,debt_consolidation,IL,36.72,0.0,Jun-1995,765.0,5.0,101.0,22.0,2.0,38032.83,41.3,20.0,Joint App,2.0,1.0,769.0
Charged Off,Feb-2014,4500.0,13000.0, 60 months,15.77,909.31,A,D2,< 1 year,MORTGAGE,68298.4,Source Verified,credit_card,IL,16.28,0.0,Jul-2002,710.0,3.0,112.0,4.0,0.0,54370.88,12.6,20.0,Joint App,3.0,0.0,714.0
Fully Paid,Sep-2012,38500.0,22000.0, 36 months,7.52,1350.24,D,C1,10+ years,RENT,68923.84,Verified,home_improvement,NY,13.13,0.0,Apr-1995,820.0,3.0,30.0,22.0,2.0,58600.22,98.0,8.0,Individual,2.0,0.0,824.0
Fully Paid,Jul-2016,10500.0,12000.0, 60 months,10.99,1492.66,G,E3,10+ years,MORTGAGE,166121.65,Not Verified,debt_consolidation,CA,3.46,3.0,Mar-2001,815.0,5.0,86.0,24.0,0.0,39007.84,42.4,20.0,Individual,4.0,0.0,819.0
Fully Paid,Aug-2016,26500.0,3500.0, 36 months,16.59,145.75,G,E2,10+ years,RENT,40094.6,Not Verified,credit_card,IL,25.37,2.0,Dec-2001,780.0,0.0,85.0,26.0,1.0,56995.38,53.4,50.0,Joint App,1.0,0.0,784.0
Current,Oct-2012,27500.0,21000.0, 36 months,24.32,595.48,B,C1,3 years,OWN,71514.85,Not Verified,home_improvement,NY,34.55,3.0,Dec-2002,775.0,0.0,94.0,27.0,1.0,4539.57,22.7,40.0,Individual,3.0,1.0,779.0
Charged Off,Dec-2013,20500.0,3000.0, 60 months,11.37,295.64,C,G1,3 years,RENT,72231.21,Source Verified,other,FL,1.65,1.0,Jan-2006,770.0,2.0,96.0,11.0,2.0,21556.7,44.9,56.0,Individual,2.0,1.0,774.0
Charged Off,Aug-2013,35500.0,9500.0, 36 months,26.54,547.62,C,E5,1 year,MORTGAGE,51415.63,Not Verified,other,CA,5.81,2.0,Sep-2007,795.0,1.0,114.0,3.0,1.0,522.88,98.5,55.0,Individual,4.0,0.0,799.0
Charged Off,Jul-2016,5000.0,1000.0, 36 months,19.27,452.59,D,A1,1 year,OWN,93582.64,Verified,credit_card,FL,5.86,3.0,Aug-2005,745.0,1.0,57.0,20.0,0.0,58871.03,48.9,51.0,Joint App,1.0,0.0,749.0
Current,Dec-2016,10000.0,4000.0, 60 months,24.77,286.57,D,C4,10+ years,MORTGAGE,95333.59,Verified,credit_card,TX,24.09,1.0,Dec-2005,835.0,0.0,9.0,4.0,1.0,54163.59,0.9,14.0,Individual,0.0,1.0,839.0
Fully Paid,Dec-2016,10500.0,18000.0, 60 months,17.4,1153.19,A,G5,3 years,MORTGAGE,72871.05,Verified,other,IL,36.85,2.0,Jun-2007,720.0,5.0,23.0,9.0,1.0,1683.15,24.3,22.0,Joint App,4.0,0.0,724.0
Fully Paid,May-2018,6000.0,34500.0, 36 months,18.08,759.54,F,C3,5 years,OWN,51360.06,Not Verified,home_improvement,CA,17.51,2.0,Nov-1994,660.0,3.0,106.0,21.0,1.0,1087.96,97.8,7.0,Individual,4.0,1.0,664.0
Fully Paid,Apr-2017,12500.0,31500.0, 60 months,21.16,1381.29,B,D2,< 1 year,RENT,48314.26,Source Verified,credit_card,TX,13.75,3.0,Nov-1995,785.0,4.0,101.0,18.0,0.0,22018.17,98.9,9.0,Joint App,3.0,0.0,789.0
Fully Paid,Mar-2014,13000.0,4500.0, 60 months,29.06,77.91,C,E4,5 years,RENT,26353.27,Verified,home_improvement,IL,30.63,3.0,Sep-2000,780.0,0.0,1.0,18.0,0.0,15512.28,21.0,16.0,Individual,2.0,0.0,784.0
Current,Sep-2012,31000.0,2000.0, 60 months,17.89,128.46,F,E5,5 years,RENT,36917.81,Verified,debt_consolidation,NY,29.7,2.0,May-1999,840.0,2.0,44.0,23.0,1.0,50815.94,61.5,19.0,Individual,2.0,0.0,844.0
Fully Paid,Mar-2016,12500.0,14000.0, 36 months,18.83,622.81,E,G1,10+ years,MORTGAGE,41224.81,Source Verified,credit_card,FL,9.87,2.0,Feb-2004,730.0,3.0,29.0,6.0,0.0,9629.06,7.7,4.0,Individual,3.0,0.0,734.0
Current,Apr-2018,35500.0,26500.0, 60 months,20.71,148.01,C,B5,< 1 year,MORTGAGE,30504.12,Verified,credit_card,CA,6.43,3.0,Mar-1990,735.0,3.0,38.0,24.0,1.0,47438.97,57.7,51.0,Individual,3.0,1.0,739.0
Current,Aug-2018,31500.0,30000.0, 60 months,24.18,416.21,G,D5,3 years,OWN,77960.25,Source Verified,other,FL,14.31,2.0,Oct-1992,760.0,4.0,76.0,18.0,0.0,33267.58,12.6,33.0,Joint App,1.0,0.0,764.0
Fully Paid,Jul-2013,36500.0,33500.0, 60 months,7.14,1479.46,C,D1,3 years,MORTGAGE,122758.8,Source Verified,debt_consolidation,NY,31.02,1.0,Dec-2004,730.0,4.0,61.0,13.0,2.0,22643.51,81.9,40.0,Joint App,0.0,0.0,734.0
Current,Aug-2013,5000.0,14500.0, 36 months,18.5,337.17,D,B1,3 years,RENT,34723.17,Verified,other,TX,27.8,2.0,Jul-2006,805.0,2.0,57.0,14.0,0.0,8743.19,94.0,40.0,Individual,0.0,0.0,809.0
Charged Off,Apr-2012,39500.0,7500.0, 60 months,17.63,321.23,B,E4,< 1 year,MORTGAGE,70973.71,Verified,credit_card,IL,26.63,2.0,Jan-1996,735.0,4.0,52.0,16.0,1.0,59861.48,17.3,58.0,Individual,1.0,0.0,739.0
Current,Dec-2012,25000.0,2000.0, 60 months,28.9,873.25,B,A1,3 years,OWN,32193.93,Source Verified,debt_consolidation,FL,33.18,0.0,Mar-1996,800.0,1.0,76.0,17.0,2.0,37079.17,46.3,12.0,Individual,3.0,0.0,804.0
Fully Paid,Oct-2015,39500.0,6500.0, 36 months,17.93,762.06,D,D4,1 year,RENT,49863.61,Source Verified,home_improvement,TX,11.09,2.0,Apr-2001,735.0,0.0,81.0,11.0,1.0,26362.93,10.2,23.0,Individual,2.0,1.0,739.0
Fully Paid,Sep-2015,15000.0,3500.0, 60 months,17.29,883.24,D,C1,5 years,RENT,39569.04,Verified,home_improvement,CA,13.59,2.0,Jul-1999,700.0,5.0,5.0,8.0,0.0,22267.65,33.9,21.0,Individual,3.0,1.0,704.0
Fully Paid,Jul-2014,38500.0,35000.0, 60 months,29.93,583.8,F,B4,1 year,OWN,85917.03,Source Verified,debt_consolidation,NY,1.69,3.0,May-1993,840.0,0.0,16.0,6.0,0.0,54343.69,6.5,34.0,Joint App,2.0,1.0,844.0
Fully Paid,Feb-2014,24000.0,11500.0, 36 months,16.83,1245.34,C,F2,3 years,OWN,39844.0,Source Verified,debt_consolidation,IL,34.75,2.0,Jan-2000,755.0,1.0,40.0,11.0,1.0,49271.51,26.5,33.0,Individual,1.0,0.0,759.0
Fully Paid,Sep-2017,3500.0,33500.0, 60 months,9.93,233.71,G,B1,5 years,RENT,109863.75,Verified,debt_consolidation,NY,23.3,0.0,Jun-2006,790.0,0.0,52.0,9.0,0.0,48671.15,99.0,48.0,Joint App,3.0,0.0,794.0
Current,Feb-2015,17000.0,22500.0, 36 months,10.85,659.74,E,B1,< 1 year,OWN,51666.64,Source Verified,credit_card,FL,11.92,3.0,Aug-2004,765.0,1.0,119.0,16.0,2.0,36971.91,4.5,35.0,Individual,3.0,0.0,769.0
Charged Off,Jul-2017,6000.0,22000.0, 60 months,7.74,1043.95,A,F1,5 years,RENT,40547.84,Verified,debt_consolidation,TX,2.78,2.0,May-2006,725.0,2.0,107.0,27.0,2.0,53277.39,85.9,17.0,Joint App,4.0,0.0,729.0
Fully Paid,Jul-2018,38000.0,18500.0, 60 months,5.31,1306.31,F,G3,5 years,MORTGAGE,28226.51,Verified,home_improvement,NY,28.94,1.0,Dec-2002,835.0,0.0,77.0,5.0,2.0,17956.7,7.7,35.0,Joint App,4.0,1.0,839.0
Fully Paid,Mar-2014,13000.0,33000.0, 60 months,16.36,573.27,E,A1,< 1 year,OWN,69697.71,Verified,debt_consolidation,FL,29.95,3.0,Aug-2007,725.0,2.0,4.0,10.0,2.0,42222.37,52.9,57.0,Joint App,1.0,1.0,729.0
Fully Paid,May-2013,9500.0,2500.0, 36 months,24.99,864.59,C,B5,< 1 year,RENT,102450.09,Verified,other,NY,26.65,1.0,Jan-1995,840.0,5.0,12.0,3.0,1.0,24266.86,45.2,36.0,Joint App,3.0,0.0,844.0
Fully Paid,Jul-2018,22500.0,4500.0, 60 months,24.08,131.64,D,E4,10+ years,OWN,70544.06,Verified,other,NY,8.15,1.0,Dec-1990,735.0,0.0,54.0,29.0,0.0,35999.93,93.2,37.0,Joint App,1.0,0.0,739.0
Current,May-2016,17500.0,17500.0, 36 months,6.12,280.37,C,F2,1 year,MORTGAGE,229417.55,Not Verified,home_improvement,TX,36.53,3.0,Apr-1992,660.0,5.0,70.0,21.0,1.0,59889.18,19.9,13.0,Individual,4.0,0.0,664.0
Fully Paid,Dec-2013,4500.0,16500.0, 60 months,19.89,131.63,E,G5,10+ years,OWN,141191.51,Verified,other,FL,30.13,3.0,Dec-2009,665.0,2.0,79.0,8.0,0.0,59071.49,18.0,4.0,Individual,3.0,0.0,669.0
Fully Paid,Mar-2016,33000.0,22500.0, 60 months,9.25,1099.98,D,D4,3 years,MORTGAGE,49785.71,Not Verified,other,IL,26.31,2.0,Nov-2002,840.0,3.0,17.0,13.0,2.0,30757.14,74.9,15.0,Individual,4.0,1.0,844.0
Charged Off,Jul-2015,34000.0,30000.0, 36 months,29.39,453.45,D,A4,1 year,OWN,49473.06,Not Verified,debt_consolidation,FL,26.04,1.0,Dec-1994,755.0,2.0,106.0,22.0,1.0,34431.81,72.6,5.0,Joint App,1.0,0.0,759.0
Fully Paid,Mar-2018,30000.0,24000.0, 36 months,9.58,1093.91,B,G1,1 year,MORTGAGE,79365.42,Not Verified,credit_card,FL,36.17,3.0,Feb-2007,730.0,1.0,59.0,28.0,1.0,53839.31,69.9,29.0,Joint App,0.0,1.0,734.0
Fully Paid,Sep-2013,25000.0,11000.0, 36 months,21.34,127.61,C,B4,5 years,RENT,36213.54,Not Verified,other,FL,37.13,0.0,Mar-1996,810.0,0.0,71.0,18.0,2.0,59138.14,2.6,53.0,Joint App,0.0,0.0,814.0
Current,Oct-2018,16500.0,13500.0, 60 months,13.65,1297.95,D,A3,< 1 year,RENT,120544.35,Verified,credit_card,NY,23.83,2.0,Dec-2001,770.0,3.0,4.0,9.0,1.0,46716.47,26.0,29.0,Individual,2.0,1.0,774.0
Charged Off,May-2018,22000.0,30500.0, 36 months,21.72,1258.23,D,E5,3 years,OWN,74381.33,Source Verified,home_improvement,NY,16.67,2.0,Jan-1995,780.0,5.0,98.0,21.0,1.0,3911.07,84.0,40.0,Joint App,4.0,1.0,784.0
Current,Mar-2013,21500.0,8500.0, 36 months,15.85,160.73,C,E3,1 year,MORTGAGE,69833.94,Not Verified,other,TX,14.55,3.0,Nov-1991,785.0,3.0,65.0,21.0,0.0,19358.38,60.1,51.0,Individual,3.0,0.0,789.0
Charged Off,Feb-2013,7500.0,20500.0, 36 months,24.75,64.92,E,A4,< 1 year,MORTGAGE,90415.61,Source Verified,other,FL,32.76,1.0,May-1995,695.0,3.0,26.0,20.0,0.0,53793.74,60.2,46.0,Individual,4.0,1.0,699.0
Fully Paid,Aug-2015,4000.0,22000.0, 36 months,11.21,112.74,B,B2,1 year,MORTGAGE,168332.75,Verified,credit_card,FL,25.78,3.0,Jul-1994,675.0,3.0,38.0,3.0,0.0,46101.15,29.6,40.0,Joint App,2.0,0.0,679.0
Current,Apr-2012,11000.0,30500.0, 36 months,28.49,1284.84,D,E1,3 years,MORTGAGE,66341.65,Source Verified,credit_card,CA,3.09,0.0,Feb-2001,790.0,2.0,42.0,21.0,1.0,44533.98,26.0,47.0,Individual,4.0,1.0,794.0
Current,Jan-2014,18500.0,29000.0, 36 months,18.11,375.01,A,B1,5 years,OWN,55947.88,Not Verified,debt_consolidation,FL,5.69,3.0,May-1990,660.0,0.0,3.0,2.0,2.0,40075.39,94.7,19.0,Individual,4.0,0.0,664.0
Current,Dec-2014,7000.0,19000.0, 36 months,24.66,835.96,D,E5,< 1 year,RENT,148039.11,Not Verified,credit_card,NY,36.01,0.0,Oct-1994,790.0,3.0,113.0,27.0,0.0,24915.83,72.8,27.0,Joint App,1.0,1.0,794.0
Current,Aug-2018,5000.0,13000.0, 60 months,27.05,656.58,F,C4,10+ years,MORTGAGE,106994.24,Source Verified,credit_card,IL,35.38,2.0,May-2001,680.0,5.0,96.0,26.0,1.0,24194.48,12.7,26.0,Joint App,4.0,1.0,684.0
Current,Oct-2018,34500.0,15500.0, 36 months,30.87,1199.42,F,E2,10+ years,OWN,49385.5,Verified,credit_card,FL,38.07,0.0,Nov-1997,705.0,1.0,106.0,17.0,0.0,48535.95,93.8,48.0,Individual,0.0,1.0,709.0
Current,Jan-2013,15500.0,17000.0, 60 months,11.03,748.68,E,D4,5 years,RENT,60060.75,Verified,credit_card,IL,17.11,3.0,Oct-2002,790.0,5.0,42.0,20.0,0.0,17626.82,58.2,26.0,Individual,2.0,0.0,794.0
Fully Paid,Feb-2018,24000.0,9500.0, 60 months,12.64,765.97,F,C1,10+ years,RENT,67321.07,Verified,other,FL,31.36,3.0,Mar-2003,775.0,5.0,66.0,3.0,0.0,41089.91,33.3,56.0,Individual,2.0,1.0,779.0
Current,Aug-2012,21500.0,25500.0, 60 months,11.71,1483.97,A,C1,3 years,MORTGAGE,74390.82,Source Verified,other,TX,33.13,0.0,May-2009,800.0,1.0,54.0,26.0,1.0,43572.51,39.7,14.0,Individual,1.0,0.0,804.0
Fully Paid,Feb-2017,30000.0,9000.0, 36 months,12.03,250.69,C,E3,10+ years,RENT,26530.23,Verified,home_improvement,CA,12.63,3.0,Oct-2006,770.0,3.0,57.0,9.0,1.0,50673.36,72.5,13.0,Joint App,4.0,1.0,774.0
Charged Off,Oct-2017,30000.0,26500.0, 36 months,20.21,1251.13,E,D4,5 years,RENT,23730.33,Source Verified,debt_consolidation,NY,5.81,1.0,Aug-1994,665.0,4.0,70.0,9.0,1.0,19193.14,37.6,44.0,Joint App,3.0,1.0,669.0
Charged Off,Feb-2018,12500.0,30500.0, 60 months,30.73,106.07,F,E5,3 years,MORTGAGE,35156.54,Verified,credit_card,IL,39.88,2.0,Nov-2003,815.0,2.0,54.0,21.0,1.0,44513.36,57.9,46.0,Joint App,0.0,0.0,819.0
Current,Jul-2013,34000.0,38500.0, 60 months,30.65,732.14,E,E4,< 1 year,RENT,33562.24,Verified,home_improvement,NY,1.21,0.0,Aug-2002,695.0,4.0,92.0,28.0,1.0,6389.39,71.0,42.0,Joint App,0.0,0.0,699.0
Current,Feb-2018,15500.0,5500.0, 60 months,18.79,1332.91,F,B2,3 years,RENT,40688.7,Verified,debt_consolidation,CA,23.89,0.0,Dec-2001,685.0,5.0,7.0,15.0,0.0,8283.7,19.5,21.0,Individual,0.0,0.0,689.0
Fully Paid,Oct-2012,33500.0,31000.0, 36 months,21.66,1007.86,B,G5,10+ years,MORTGAGE,87625.42,Verified,credit_card,NY,26.01,0.0,Jan-2006,820.0,3.0,23.0,16.0,2.0,25040.16,94.4,4.0,Individual,1.0,1.0,824.0
Current,Jul-2015,16500.0,4000.0, 36 months,27.32,1037.27,B,D3,10+ years,OWN,54102.87,Not Verified,home_improvement,TX,27.27,2.0,Dec-1992,695.0,5.0,107.0,17.0,1.0,3313.55,35.6,22.0,Individual,0.0,1.0,699.0
Current,Mar-2015,5000.0,14000.0, 36 months,29.18,417.08,A,F5,3 years,MORTGAGE,67362.03,Not Verified,other,FL,10.23,2.0,Jul-1997,755.0,4.0,105.0,10.0,0.0,56861.9,41.9,30.0,Joint App,1.0,1.0,759.0
Fully Paid,Feb-2014,31000.0,7500.0, 36 months,10.52,645.3,E,G1,1 year,OWN,28721.98,Not Verified,other,IL,28.86,3.0,May-2006,745.0,4.0,98.0,18.0,1.0,54113.75,69.9,27.0,Individual,3.0,0.0,749.0
Fully Paid,Feb-2012,2000.0,7000.0, 60 months,18.83,568.87,E,G1,5 years,RENT,45388.53,Source Verified,credit_card,IL,8.66,0.0,Dec-2007,800.0,5.0,44.0,28.0,1.0,2936.02,60.9,55.0,Individual,4.0,1.0,804.0
Fully Paid,Apr-2017,31500.0,7500.0, 36 months,26.62,796.52,B,E1,< 1 year,RENT,85165.75,Verified,credit_card,TX,33.16,2.0,Sep-1990,665.0,1.0,54.0,12.0,2.0,50298.7,44.0,52.0,Joint App,3.0,0.0,669.0
Current,Apr-2014,2500.0,2500.0, 36 months,13.06,709.48,F,F5,< 1 year,MORTGAGE,85559.86,Not Verified,credit_card,TX,8.76,0.0,Jun-1999,675.0,0.0,3.0,23.0,0.0,30532.45,65.0,47.0,Joint App,2.0,0.0,679.0
Fully Paid,Jul-2016,9000.0,33500.0, 60 months,16.56,510.54,F,D1,3 years,RENT,38764.33,Source Verified,home_improvement,IL,27.87,1.0,Apr-1995,735.0,0.0,33.0,23.0,2.0,42117.77,90.3,5.0,Individual,3.0,0.0,739.0
Current,Oct-2014,24500.0,3000.0, 60 months,30.53,479.06,C,F5,10+ years,OWN,65972.77,Not Verified,credit_card,CA,31.34,0.0,May-1993,745.0,1.0,87.0,25.0,1.0,53215.87,80.0,11.0,Individual,4.0,0.0,749.0
Fully Paid,Jul-2014,38000.0,16500.0, 36 months,30.52,398.75,B,C4,1 year,OWN,223979.25,Source Verified,credit_card,TX,7.56,0.0,Feb-1991,805.0,4.0,41.0,22.0,0.0,34618.47,82.4,28.0,Individual,0.0,1.0,809.0
Current,Jan-2018,17000.0,28500.0, 36 months,28.5,566.62,F,E1,3 years,OWN,59245.27,Source Verified,debt_consolidation,TX,9.52,2.0,Oct-2000,770.0,3.0,57.0,27.0,1.0,6979.63,25.8,38.0,Individual,4.0,0.0,774.0
Fully Paid,Aug-2012,5500.0,40000.0, 60 months,25.74,250.41,E,A5,1 year,MORTGAGE,39501.26,Source Verified,credit_card,FL,31.16,3.0,May-2003,685.0,2.0,14.0,22.0,2.0,154.72,41.9,42.0,Individual,3.0,0.0,689.0
Current,Jan-2017,10000.0,34500.0, 60 months,12.19,1311.99,B,G1,3 years,OWN,53946.2,Verified,debt_consolidation,IL,3.44,2.0,Sep-2000,840.0,0.0,59.0,29.0,0.0,29815.29,55.4,20.0,Joint App,1.0,0.0,844.0
Fully Paid,Feb-2017,36000.0,6000.0, 60 months,13.51,915.12,B,B1,< 1 year,OWN,63278.84,Source Verified,home_improvement,FL,7.63,3.0,May-1997,745.0,4.0,86.0,22.0,2.0,56953.93,4.4,10.0,Individual,2.0,0.0,749.0
Charged Off,Aug-2014,29500.0,40000.0, 60 months,19.31,226.67,D,E3,3 years,OWN,54682.5,Not Verified,other,FL,18.22,2.0,Jun-2005,835.0,2.0,68.0,25.0,2.0,34357.31,77.0,22.0,Individual,2.0,1.0,839.0
Current,Oct-2013,4500.0,26500.0, 60 months,19.66,1049.97,D,A2,3 years,OWN,58758.27,Verified,other,FL,37.21,0.0,Feb-2003,840.0,4.0,66.0,26.0,2.0,22376.35,32.3,48.0,Individual,0.0,0.0,844.0
Current,Jan-2012,16000.0,8000.0, 36 months,18.24,1276.07,B,B2,1 year,MORTGAGE,25183.19,Verified,credit_card,TX,22.48,1.0,Mar-2008,665.0,0.0,109.0,29.0,0.0,1855.32,28.3,59.0,Individual,1.0,0.0,669.0
Current,May-2018,11000.0,18500.0, 36 months,21.6,379.18,G,G1,1 year,RENT,33604.72,Not Verified,other,NY,15.51,3.0,Dec-1996,750.0,1.0,28.0,18.0,1.0,54898.77,25.9,56.0,Individual,1.0,0.0,754.0
Fully Paid,Jun-2018,8000.0,37000.0, 60 months,15.75,251.38,C,F4,5 years,RENT,54742.68,Source Verified,other,NY,39.13,0.0,Oct-1994,735.0,0.0,35.0,21.0,1.0,19629.4,28.3,37.0,Individual,0.0,1.0,739.0
Fully Paid,Aug-2013,34000.0,16500.0, 36 months,24.48,42.67,C,B1,< 1 year,OWN,54221.85,Not Verified,credit_card,FL,18.55,0.0,Feb-1999,750.0,1.0,74.0,29.0,1.0,42286.64,33.8,9.0,Joint App,2.0,1.0,754.0
Fully Paid,Mar-2012,25000.0,8000.0, 36 months,13.84,99.46,A,A2,< 1 year,OWN,42628.85,Source Verified,other,FL,17.35,3.0,Mar-2000,715.0,5.0,57.0,12.0,2.0,41654.23,60.5,58.0,Individual,2.0,1.0,719.0
Fully Paid,Nov-2012,8000.0,35500.0, 36 months,13.77,1150.51,G,F3,< 1 year,RENT,53841.07,Source Verified,credit_card,NY,16.47,0.0,Mar-1999,760.0,2.0,117.0,5.0,0.0,15232.99,58.4,12.0,Individual,1.0,0.0,764.0
Charged Off,Jun-2012,26500.0,38500.0, 60 months,8.56,1481.16,B,G3,10+ years,MORTGAGE,62106.69,Not Verified,other,IL,12.49,3.0,Sep-2006,750.0,2.0,7.0,26.0,1.0,3826.65,25.6,19.0,Joint App,0.0,0.0,754.0
Current,Sep-2017,17000.0,39500.0, 36 months,10.13,95.97,G,B4,1 year,OWN,102093.88,Source Verified,credit_card,IL,13.03,3.0,Nov-1990,690.0,1.0,14.0,19.0,2.0,23100.02,20.6,58.0,Individual,4.0,0.0,694.0
Current,Feb-2018,3000.0,38500.0, 36 months,27.07,1129.66,D,E2,< 1 year,RENT,56414.02,Verified,credit_card,FL,27.51,2.0,Aug-2000,710.0,1.0,41.0,13.0,2.0,19027.86,82.6,32.0,Individual,3.0,0.0,714.0
Current,Jan-2013,18500.0,35000.0, 36 months,16.72,135.64,G,B4,10+ years,MORTGAGE,76074.01,Source Verified,debt_consolidation,NY,1.63,2.0,Aug-1998,685.0,4.0,55.0,22.0,1.0,42015.38,9.3,15.0,Individual,2.0,0.0,689.0
Current,Feb-2017,8000.0,18500.0, 36 months,11.13,900.44,B,F4,< 1 year,MORTGAGE,43262.43,Verified,other,IL,27.27,0.0,Mar-1994,815.0,5.0,106.0,2.0,2.0,49186.95,51.3,32.0,Individual,3.0,1.0,819.0
Current,Mar-2013,10500.0,8500.0, 60 months,24.74,1141.43,B,C2,1 year,OWN,84394.49,Source Verified,credit_card,NY,8.05,1.0,Nov-2002,785.0,4.0,59.0,15.0,1.0,13346.73,52.1,8.0,Individual,1.0,1.0,789.0
Fully Paid,Jul-2014,35500.0,25000.0, 36 months,19.48,558.03,F,A2,< 1 year,RENT,75014.61,Not Verified,other,TX,15.37,3.0,Feb-2006,730.0,4.0,52.0,9.0,1.0,31693.86,57.4,21.0,Joint App,1.0,1.0,734.0
Fully Paid,Feb-2016,29000.0,9500.0, 60 months,5.84,46.07,F,C3,5 years,RENT,100658.63,Verified,debt_consolidation,IL,5.86,3.0,Dec-2000,730.0,2.0,20.0,10.0,1.0,2436.5,88.6,57.0,Individual,3.0,1.0,734.0
Charged Off,Dec-2016,6000.0,19500.0, 36 months,13.4,904.93,D,D3,5 years,OWN,91865.08,Not Verified,home_improvement,TX,22.11,1.0,Sep-1991,670.0,0.0,52.0,29.0,0.0,12855.35,62.4,20.0,Joint App,3.0,1.0,674.0
Current,Dec-2017,34500.0,26500.0, 60 months,9.83,1487.13,A,F1,5 years,RENT,85241.3,Source Verified,credit_card,NY,29.17,3.0,Jul-1991,710.0,4.0,63.0,17.0,0.0,45705.7,97.4,53.0,Individual,3.0,0.0,714.0
Fully Paid,Apr-2012,23500.0,38000.0, 60 months,22.09,408.7,G,A3,1 year,OWN,56440.91,Verified,credit_card,CA,14.19,3.0,Jun-1998,830.0,4.0,70.0,5.0,2.0,47603.9,87.1,34.0,Joint App,2.0,0.0,834.0
Fully Paid,May-2013,35500.0,12000.0, 60 months,12.34,308.55,C,G1,1 year,RENT,69352.92,Verified,debt_consolidation,NY,6.54,0.0,Jun-2003,665.0,3.0,72.0,12.0,0.0,46584.27,21.5,40.0,Individual,0.0,0.0,669.0
Charged Off,Dec-2013,30500.0,10500.0, 60 months,6.96,212.17,G,E3,10+ years,RENT,113335.23,Not Verified,debt_consolidation,FL,9.06,2.0,Apr-1996,685.0,0.0,51.0,8.0,1.0,8543.28,24.1,43.0,Individual,3.0,0.0,689.0
Fully Paid,Feb-2014,14000.0,30000.0, 36 months,6.71,846.23,G,G5,10+ years,OWN,40487.77,Not Verified,credit_card,FL,32.72,2.0,Mar-1996,815.0,4.0,18.0,27.0,1.0,33062.08,34.5,34.0,Individual,3.0,1.0,819.0
Fully Paid,Oct-2018,22000.0,1000.0, 60 months,20.19,906.77,F,G3,< 1 year,MORTGAGE,41066.8,Not Verified,credit_card,NY,10.71,2.0,Apr-2007,755.0,5.0,18.0,10.0,1.0,25362.5,39.2,5.0,Joint App,2.0,0.0,759.0
Current,Apr-2017,21500.0,23000.0, 60 months,5.86,1194.64,E,B4,5 years,MORTGAGE,66759.96,Source Verified,other,CA,30.99,3.0,Apr-1990,665.0,1.0,18.0,11.0,1.0,59489.18,55.3,55.0,Joint App,1.0,1.0,669.0
Charged Off,Mar-2014,29000.0,30000.0, 60 months,27.03,1137.02,E,A2,10+ years,RENT,76815.97,Source Verified,credit_card,FL,13.25,3.0,Aug-1991,750.0,0.0,74.0,11.0,2.0,39244.19,23.3,30.0,Individual,4.0,1.0,754.0
Fully Paid,Aug-2018,10500.0,22500.0, 60 months,9.28,1342.04,D,F5,3 years,RENT,36517.11,Source Verified,debt_consolidation,CA,7.55,2.0,Feb-1993,795.0,4.0,102.0,6.0,2.0,56112.13,22.2,40.0,Individual,1.0,0.0,799.0
Current,May-2015,14000.0,16000.0, 60 months,20.83,1214.49,A,B5,5 years,OWN,57247.68,Source Verified,credit_card,CA,29.09,1.0,Oct-2009,720.0,1.0,105.0,23.0,2.0,8721.02,38.1,35.0,Individual,1.0,1.0,724.0
Fully Paid,Jun-2015,10500.0,33500.0, 60 months,16.68,393.48,C,B5,< 1 year,OWN,56590.75,Verified,home_improvement,TX,18.74,3.0,Dec-1999,730.0,4.0,37.0,18.0,1.0,27052.4,67.2,40.0,Joint App,3.0,0.0,734.0
Current,Dec-2014,12500.0,15500.0, 60 months,16.64,847.14,F,D4,< 1 year,MORTGAGE,15848.53,Verified,credit_card,TX,1.25,3.0,Mar-1993,775.0,4.0,9.0,14.0,2.0,46296.46,68.8,23.0,Individual,2.0,0.0,779.0
Fully Paid,Dec-2012,7000.0,29000.0, 60 months,7.14,467.2,F,G4,< 1 year,MORTGAGE,52482.95,Not Verified,other,NY,38.4,2.0,Mar-1996,770.0,1.0,75.0,13.0,1.0,22071.46,97.6,51.0,Joint App,2.0,0.0,774.0
Charged Off,May-2018,2000.0,19000.0, 36 months,25.85,514.78,D,F3,< 1 year,OWN,54481.11,Source Verified,credit_card,NY,5.91,2.0,Jun-2009,825.0,0.0,4.0,20.0,1.0,37950.51,20.2,16.0,Individual,3.0,0.0,829.0
Fully Paid,Feb-2012,38000.0,2000.0, 36 months,28.16,1399.96,E,D5,10+ years,RENT,54383.94,Verified,home_improvement,NY,14.14,0.0,Dec-2003,705.0,3.0,75.0,4.0,2.0,30702.13,39.3,40.0,Individual,1.0,0.0,709.0
Fully Paid,Mar-2013,3500.0,21500.0, 36 months,5.58,1032.39,A,B5,5 years,RENT,140021.12,Not Verified,debt_consolidation,NY,15.39,1.0,Jun-1994,710.0,2.0,45.0,28.0,2.0,59515.76,96.5,36.0,Joint App,0.0,1.0,714.0
