CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Avg_Open_To_Buy,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
768800394,Existing Customer,36.0,M,2.0,Graduate,Single,$80K - $120K,Gold,34.0,4.0,3.0,4.0,3151.6,1872.0,1.222,3534.0,71.0,1.605,0.028,1279.6,0.830884,0.169116
768800395,Existing Customer,54.0,F,3.0,College,Unknown,$120K +,Gold,30.0,1.0,5.0,0.0,26440.9,229.0,1.493,9110.0,111.0,1.523,0.777,26211.9,0.82478,0.17522
768800396,Existing Customer,55.0,F,5.0,College,Single,$60K - $80K,Silver,50.0,6.0,0.0,3.0,13016.7,2183.0,0.613,4775.0,114.0,1.155,0.117,10833.7,0.985257,0.014743
768800397,Existing Customer,57.0,F,1.0,College,Unknown,Less than $40K,Silver,38.0,3.0,6.0,1.0,14316.4,2205.0,2.572,9945.0,95.0,1.205,0.841,12111.4,0.80277,0.19723
768800398,Existing Customer,27.0,F,1.0,Doctorate,Married,$40K - $60K,Blue,46.0,6.0,4.0,3.0,9610.5,2156.0,0.534,16483.0,95.0,2.545,0.529,7454.5,0.920372,0.079628
768800399,Existing Customer,40.0,M,4.0,Graduate,Divorced,$120K +,Gold,38.0,6.0,6.0,6.0,29857.9,743.0,2.646,14453.0,99.0,0.151,0.061,29114.9,0.989495,0.010505
768800400,Existing Customer,67.0,F,0.0,College,Unknown,$60K - $80K,Silver,28.0,6.0,6.0,3.0,11273.1,287.0,2.713,9103.0,85.0,2.523,0.833,10986.1,0.872011,0.127989
768800401,Attrited Customer,37.0,F,3.0,Doctorate,Unknown,$120K +,Blue,41.0,5.0,1.0,5.0,8390.7,1071.0,2.538,18080.0,39.0,0.744,0.027,7319.7,0.041536,0.958464
768800402,Existing Customer,40.0,F,4.0,Unknown,Married,$60K - $80K,Silver,40.0,5.0,0.0,2.0,11667.4,842.0,0.066,18129.0,46.0,1.422,0.138,10825.4,0.939157,0.060843
768800403,Existing Customer,41.0,M,3.0,College,Unknown,Less than $40K,Platinum,44.0,4.0,5.0,6.0,8157.8,2414.0,0.929,8497.0,106.0,0.542,0.798,5743.8,0.863434,0.136566
768800404,Attrited Customer,34.0,M,2.0,College,Single,$120K +,Silver,21.0,1.0,1.0,5.0,11945.4,1590.0,1.592,14233.0,90.0,2.045,0.465,10355.4,0.038936,0.961064
768800405,Attrited Customer,33.0,M,4.0,Unknown,Single,$80K - $120K,Platinum,41.0,3.0,1.0,6.0,4181.4,2377.0,2.025,6663.0,40.0,2.699,0.881,1804.4,0.144849,0.855151
768800406,Existing Customer,42.0,M,2.0,College,Single,$80K - $120K,Silver,25.0,5.0,3.0,5.0,6681.9,1890.0,3.125,16303.0,124.0,1.312,0.635,4791.9,0.949071,0.050929
768800407,Existing Customer,67.0,M,4.0,Unknown,Divorced,$120K +,Blue,47.0,5.0,6.0,4.0,15233.3,1800.0,1.277,7225.0,137.0,0.605,0.624,13433.3,0.96169,0.03831
768800408,Existing Customer,26.0,M,2.0,High School,Divorced,Less than $40K,Silver,48.0,4.0,5.0,3.0,30529.0,281.0,2.975,5152.0,91.0,0.838,0.292,30248.0,0.997468,0.002532
768800409,Attrited Customer,39.0,F,0.0,Uneducated,Single,$120K +,Silver,40.0,5.0,3.0,6.0,3333.1,173.0,0.556,2916.0,39.0,3.027,0.134,3160.1,0.042367,0.957633
768800410,Existing Customer,28.0,M,3.0,High School,Married,$40K - $60K,Blue,54.0,1.0,1.0,5.0,8472.9,117.0,1.262,15656.0,131.0,0.99,0.961,8355.9,0.949418,0.050582
768800411,Existing Customer,52.0,F,0.0,High School,Unknown,$120K +,Gold,36.0,3.0,2.0,2.0,31484.3,1494.0,0.178,5847.0,40.0,2.866,0.105,29990.3,0.920557,0.079443
768800412,Existing Customer,38.0,M,5.0,Uneducated,Married,Less than $40K,Silver,14.0,4.0,4.0,0.0,30877.9,507.0,2.524,15129.0,66.0,1.225,0.529,30370.9,0.933321,0.066679
768800413,Attrited Customer,64.0,F,3.0,Graduate,Married,$60K - $80K,Gold,39.0,6.0,1.0,0.0,23912.9,2490.0,0.512,2063.0,121.0,0.698,0.273,21422.9,0.189357,0.810643
768800414,Existing Customer,54.0,M,2.0,Uneducated,Divorced,$80K - $120K,Silver,47.0,2.0,3.0,1.0,9392.4,334.0,0.874,9513.0,77.0,2.691,0.264,9058.4,0.949946,0.050054
768800415,Existing Customer,63.0,F,2.0,Uneducated,Single,Less than $40K,Silver,17.0,2.0,0.0,0.0,15324.5,2384.0,2.636,8201.0,41.0,1.734,0.595,12940.5,0.977149,0.022851
768800416,Existing Customer,56.0,M,3.0,College,Divorced,Less than $40K,Silver,17.0,3.0,2.0,1.0,8424.8,1681.0,1.818,8397.0,20.0,0.116,0.798,6743.8,0.869864,0.130136
768800417,Existing Customer,47.0,M,1.0,Unknown,Unknown,$120K +,Blue,25.0,2.0,1.0,0.0,5691.5,266.0,0.048,3518.0,56.0,3.552,0.777,5425.5,0.930696,0.069304
768800418,Existing Customer,67.0,M,1.0,Unknown,Married,Less than $40K,Gold,50.0,4.0,4.0,6.0,14007.6,147.0,0.008,1837.0,97.0,0.547,0.869,13860.6,0.856058,0.143942
768800419,Attrited Customer,48.0,F,2.0,Uneducated,Single,$80K - $120K,Blue,36.0,4.0,6.0,0.0,20485.0,997.0,1.736,6736.0,102.0,1.308,0.293,19488.0,0.138181,0.861819
768800420,Existing Customer,71.0,M,1.0,Graduate,Divorced,$120K +,Gold,55.0,5.0,1.0,4.0,13343.9,853.0,1.037,8962.0,38.0,1.424,0.466,12490.9,0.950235,0.049765
768800421,Existing Customer,73.0,F,4.0,Doctorate,Unknown,$80K - $120K,Platinum,51.0,6.0,5.0,2.0,21642.9,794.0,0.613,14774.0,30.0,1.811,0.009,20848.9,0.9582,0.0418
768800422,Existing Customer,54.0,F,0.0,High School,Divorced,$60K - $80K,Platinum,37.0,1.0,4.0,1.0,11237.5,1330.0,2.086,8822.0,101.0,2.906,0.747,9907.5,0.884025,0.115975
768800423,Existing Customer,58.0,M,4.0,College,Single,$60K - $80K,Silver,42.0,2.0,6.0,4.0,12878.0,326.0,0.777,4930.0,30.0,0.023,0.302,12552.0,0.901744,0.098256
768800424,Existing Customer,38.0,M,2.0,Uneducated,Divorced,$80K - $120K,Silver,27.0,2.0,6.0,6.0,27591.9,325.0,2.014,5228.0,18.0,3.45,0.561,27266.9,0.86677,0.13323
768800425,Existing Customer,65.0,M,3.0,Graduate,Unknown,$60K - $80K,Platinum,16.0,2.0,0.0,5.0,30490.9,1749.0,1.29,11508.0,73.0,2.39,0.169,28741.9,0.833807,0.166193
768800426,Existing Customer,58.0,M,0.0,College,Single,$60K - $80K,Silver,30.0,5.0,5.0,6.0,12090.2,2493.0,0.635,8340.0,84.0,3.517,0.819,9597.2,0.852103,0.147897
768800427,Attrited Customer,69.0,M,2.0,Graduate,Unknown,Less than $40K,Silver,39.0,1.0,4.0,4.0,20342.6,689.0,0.47,16708.0,41.0,3.024,0.817,19653.6,0.078999,0.921001
768800428,Existing Customer,38.0,M,4.0,Graduate,Unknown,$80K - $120K,Platinum,21.0,1.0,0.0,4.0,10639.1,2346.0,0.805,8414.0,37.0,3.433,0.877,8293.1,0.861794,0.138206
768800429,Existing Customer,63.0,F,1.0,College,Single,$80K - $120K,Platinum,22.0,6.0,1.0,1.0,3202.2,868.0,0.101,10700.0,40.0,2.224,0.046,2334.2,0.994952,0.005048
768800430,Attrited Customer,48.0,M,0.0,Graduate,Married,$80K - $120K,Platinum,13.0,6.0,6.0,5.0,25844.8,845.0,1.048,1658.0,54.0,1.322,0.992,24999.8,0.082231,0.917769
768800431,Existing Customer,34.0,M,3.0,Doctorate,Unknown,Less than $40K,Blue,45.0,2.0,3.0,5.0,7094.5,227.0,3.067,3993.0,11.0,1.639,0.248,6867.5,0.944614,0.055386
768800432,Existing Customer,34.0,F,0.0,High School,Married,$80K - $120K,Platinum,52.0,2.0,2.0,1.0,15519.7,1065.0,2.827,15791.0,11.0,2.435,0.309,14454.7,0.914781,0.085219
768800433,Existing Customer,52.0,F,1.0,Uneducated,Single,$80K - $120K,Blue,49.0,4.0,2.0,2.0,17548.5,1253.0,1.265,6707.0,58.0,1.58,0.249,16295.5,0.939374,0.060626
768800434,Existing Customer,41.0,M,2.0,Doctorate,Married,Less than $40K,Gold,29.0,4.0,5.0,4.0,7540.0,1671.0,1.958,8077.0,12.0,2.707,0.268,5869.0,0.928792,0.071208
768800435,Existing Customer,30.0,M,3.0,Graduate,Divorced,$120K +,Platinum,39.0,6.0,1.0,0.0,4565.7,398.0,1.929,11121.0,51.0,0.34,0.553,4167.7,0.94135,0.05865
768800436,Existing Customer,46.0,M,3.0,Doctorate,Single,$60K - $80K,Gold,55.0,3.0,1.0,5.0,12949.6,475.0,2.818,1549.0,85.0,3.071,0.24,12474.6,0.981109,0.018891
768800437,Existing Customer,57.0,F,4.0,Doctorate,Divorced,$60K - $80K,Platinum,39.0,1.0,4.0,1.0,32937.7,1088.0,0.803,9616.0,14.0,0.755,0.394,31849.7,0.912694,0.087306
768800438,Existing Customer,41.0,F,5.0,Unknown,Unknown,$80K - $120K,Silver,26.0,3.0,6.0,0.0,21785.5,175.0,1.008,6732.0,90.0,3.493,0.656,21610.5,0.81357,0.18643
768800439,Existing Customer,71.0,M,0.0,Graduate,Unknown,$60K - $80K,Silver,27.0,4.0,1.0,2.0,14054.3,360.0,1.026,3181.0,90.0,0.576,0.836,13694.3,0.854165,0.145835
768800440,Attrited Customer,63.0,M,2.0,Doctorate,Unknown,$60K - $80K,Silver,44.0,4.0,1.0,5.0,2725.1,1584.0,0.139,8029.0,84.0,0.478,0.693,1141.1,0.098979,0.901021
768800441,Existing Customer,50.0,M,0.0,Unknown,Married,$40K - $60K,Silver,32.0,4.0,3.0,1.0,21293.8,2401.0,1.07,8541.0,91.0,3.004,0.594,18892.8,0.898815,0.101185
768800442,Existing Customer,70.0,F,0.0,Doctorate,Single,$120K +,Gold,49.0,6.0,1.0,3.0,4489.7,1442.0,2.985,3859.0,115.0,3.029,0.148,3047.7,0.90971,0.09029
768800443,Existing Customer,46.0,M,1.0,Graduate,Married,$120K +,Silver,51.0,5.0,4.0,5.0,19384.3,365.0,3.101,10271.0,19.0,2.733,0.816,19019.3,0.919316,0.080684
768800444,Existing Customer,32.0,M,3.0,Doctorate,Unknown,Less than $40K,Gold,14.0,2.0,1.0,0.0,26311.0,2495.0,0.373,13922.0,31.0,3.554,0.037,23816.0,0.876526,0.123474
768800445,Existing Customer,27.0,M,5.0,High School,Divorced,$80K - $120K,Silver,44.0,3.0,0.0,5.0,15449.4,1314.0,1.557,5315.0,51.0,1.001,0.264,14135.4,0.954779,0.045221
768800446,Attrited Customer,71.0,M,4.0,College,Single,Less than $40K,Silver,29.0,5.0,1.0,2.0,11341.9,1805.0,1.297,17883.0,99.0,3.059,0.057,9536.9,0.138019,0.861981
768800447,Existing Customer,72.0,F,3.0,Uneducated,Divorced,$40K - $60K,Blue,35.0,3.0,6.0,4.0,3005.4,495.0,1.664,11518.0,123.0,1.303,0.667,2510.4,0.94286,0.05714
768800448,Existing Customer,61.0,M,4.0,College,Divorced,$120K +,Gold,24.0,3.0,6.0,1.0,2257.6,1456.0,1.886,14406.0,129.0,1.988,0.368,801.6,0.943062,0.056938
768800449,Existing Customer,30.0,M,1.0,College,Single,Less than $40K,Platinum,29.0,2.0,3.0,0.0,15662.4,192.0,0.069,1771.0,85.0,1.649,0.652,15470.4,0.978072,0.021928
768800450,Existing Customer,40.0,F,5.0,High School,Single,$40K - $60K,Platinum,27.0,2.0,2.0,5.0,30657.3,1575.0,2.864,14305.0,63.0,0.022,0.347,29082.3,0.919079,0.080921
768800451,Attrited Customer,27.0,F,5.0,College,Married,$40K - $60K,Silver,15.0,5.0,5.0,5.0,9511.1,509.0,3.31,6560.0,63.0,2.126,0.456,9002.1,0.05693,0.94307
768800452,Existing Customer,28.0,M,0.0,Unknown,Single,$80K - $120K,Silver,47.0,6.0,1.0,6.0,20426.6,2290.0,2.222,13274.0,17.0,2.766,0.458,18136.6,0.823839,0.176161
768800453,Existing Customer,37.0,M,2.0,Uneducated,Single,$60K - $80K,Gold,19.0,5.0,4.0,4.0,24073.5,137.0,2.246,14966.0,70.0,0.646,0.046,23936.5,0.926392,0.073608
768800454,Existing Customer,53.0,F,4.0,Graduate,Unknown,$60K - $80K,Gold,29.0,2.0,4.0,3.0,3450.1,1643.0,1.795,5010.0,76.0,3.447,0.43,1807.1,0.943385,0.056615
768800455,Existing Customer,29.0,M,2.0,Unknown,Unknown,$120K +,Blue,21.0,1.0,4.0,1.0,6502.3,351.0,1.137,5170.0,37.0,1.962,0.641,6151.3,0.895444,0.104556
768800456,Attrited Customer,73.0,F,5.0,High School,Unknown,$60K - $80K,Gold,20.0,1.0,1.0,2.0,12396.0,1730.0,0.507,1579.0,109.0,0.66,0.546,10666.0,0.094408,0.905592
768800457,Existing Customer,47.0,F,5.0,Uneducated,Married,$80K - $120K,Blue,29.0,3.0,5.0,4.0,23603.3,1242.0,1.986,11388.0,115.0,2.39,0.075,22361.3,0.910007,0.089993
768800458,Existing Customer,38.0,F,2.0,College,Unknown,Less than $40K,Blue,53.0,4.0,4.0,2.0,15960.4,2436.0,0.153,14423.0,49.0,0.71,0.668,13524.4,0.87295,0.12705
768800459,Existing Customer,50.0,M,0.0,Uneducated,Single,$40K - $60K,Gold,54.0,6.0,6.0,3.0,25723.7,1641.0,2.803,7880.0,128.0,0.235,0.309,24082.7,0.981825,0.018175
768800460,Existing Customer,63.0,F,2.0,Unknown,Single,$120K +,Blue,29.0,6.0,1.0,1.0,30136.4,936.0,1.431,3403.0,23.0,2.536,0.014,29200.4,0.871358,0.128642
768800461,Existing Customer,41.0,F,1.0,Uneducated,Unknown,$120K +,Silver,35.0,1.0,4.0,3.0,26523.4,219.0,1.41,6198.0,128.0,0.41,0.156,26304.4,0.835141,0.164859
768800462,Attrited Customer,28.0,M,2.0,Unknown,Unknown,$80K - $120K,Gold,56.0,5.0,5.0,1.0,34259.6,1500.0,1.112,7751.0,109.0,0.393,0.498,32759.6,0.143025,0.856975
768800463,Existing Customer,28.0,F,3.0,High School,Married,$40K - $60K,Gold,23.0,2.0,1.0,0.0,26390.8,1110.0,3.296,16977.0,39.0,2.738,0.31,25280.8,0.879199,0.120801
768800464,Existing Customer,66.0,F,2.0,Doctorate,Single,Less than $40K,Silver,54.0,2.0,5.0,0.0,29626.4,132.0,0.595,2739.0,94.0,0.204,0.694,29494.4,0.81918,0.18082
768800465,Existing Customer,31.0,F,1.0,College,Divorced,$120K +,Blue,17.0,4.0,0.0,3.0,28971.0,1463.0,0.514,6680.0,50.0,2.996,0.241,27508.0,0.912968,0.087032
768800466,Existing Customer,56.0,M,1.0,Graduate,Divorced,$80K - $120K,Platinum,22.0,1.0,5.0,2.0,25593.7,528.0,0.563,11979.0,113.0,2.946,0.773,25065.7,0.907569,0.092431
768800467,Attrited Customer,44.0,M,4.0,Graduate,Single,$40K - $60K,Platinum,27.0,3.0,4.0,0.0,27960.0,589.0,2.239,4764.0,30.0,0.523,0.286,27371.0,0.147196,0.852804
768800468,Existing Customer,63.0,F,0.0,Doctorate,Divorced,$60K - $80K,Platinum,14.0,4.0,1.0,3.0,32355.5,22.0,3.372,16413.0,41.0,1.918,0.621,32333.5,0.919528,0.080472
768800469,Existing Customer,28.0,M,1.0,College,Unknown,$80K - $120K,Gold,48.0,2.0,0.0,1.0,17156.9,936.0,0.801,16854.0,49.0,0.358,0.799,16220.9,0.913472,0.086528
768800470,Existing Customer,69.0,F,5.0,College,Married,$60K - $80K,Silver,50.0,4.0,5.0,0.0,22551.3,549.0,3.079,7342.0,35.0,2.341,0.386,22002.3,0.954723,0.045277
768800471,Existing Customer,59.0,F,0.0,High School,Divorced,$120K +,Platinum,29.0,3.0,1.0,0.0,18471.2,180.0,0.947,13918.0,53.0,0.233,0.047,18291.2,0.872314,0.127686
768800472,Existing Customer,47.0,F,2.0,College,Divorced,Less than $40K,Silver,49.0,5.0,3.0,3.0,29588.6,1093.0,2.203,14097.0,88.0,3.495,0.535,28495.6,0.849752,0.150248
768800473,Existing Customer,35.0,M,1.0,Unknown,Unknown,$40K - $60K,Blue,46.0,2.0,0.0,6.0,15706.5,554.0,0.138,12765.0,92.0,0.769,0.995,15152.5,0.990244,0.009756
768800474,Existing Customer,72.0,F,0.0,High School,Single,Less than $40K,Platinum,48.0,1.0,6.0,1.0,28552.9,337.0,1.685,3862.0,82.0,2.527,0.969,28215.9,0.912244,0.087756
768800475,Existing Customer,40.0,M,2.0,Uneducated,Married,$80K - $120K,Silver,48.0,4.0,3.0,1.0,27879.1,1175.0,2.226,1400.0,34.0,0.475,0.221,26704.1,0.805428,0.194572
768800476,Existing Customer,49.0,F,3.0,Uneducated,Divorced,$80K - $120K,Platinum,38.0,2.0,6.0,1.0,33255.3,159.0,1.823,6751.0,36.0,0.776,0.756,33096.3,0.964142,0.035858
768800477,Existing Customer,44.0,M,1.0,Unknown,Divorced,$120K +,Silver,17.0,5.0,1.0,2.0,9671.8,2493.0,0.809,2868.0,129.0,1.669,0.345,7178.8,0.839352,0.160648
768800478,Existing Customer,37.0,M,0.0,Graduate,Single,$60K - $80K,Platinum,53.0,1.0,1.0,5.0,24910.8,1185.0,2.817,5764.0,42.0,2.12,0.16,23725.8,0.957207,0.042793
768800479,Existing Customer,45.0,F,0.0,Uneducated,Unknown,Less than $40K,Gold,39.0,4.0,4.0,2.0,26475.4,2508.0,3.298,11984.0,23.0,3.696,0.666,23967.4,0.941032,0.058968
768800480,Existing Customer,33.0,F,3.0,Doctorate,Unknown,$60K - $80K,Silver,52.0,6.0,4.0,4.0,32408.2,2219.0,1.561,11093.0,69.0,0.096,0.501,30189.2,0.993763,0.006237
768800481,Existing Customer,26.0,F,5.0,High School,Married,Less than $40K,Silver,55.0,1.0,5.0,6.0,31436.5,2466.0,2.162,4274.0,10.0,0.001,0.539,28970.5,0.993116,0.006884
768800482,Existing Customer,39.0,M,1.0,Doctorate,Unknown,$80K - $120K,Platinum,21.0,2.0,6.0,6.0,20409.1,1366.0,2.687,828.0,54.0,1.296,0.827,19043.1,0.854882,0.145118
768800483,Existing Customer,31.0,F,1.0,Doctorate,Married,$80K - $120K,Blue,30.0,6.0,5.0,3.0,20595.2,1065.0,0.821,4565.0,121.0,1.355,0.337,19530.2,0.95329,0.04671
768800484,Existing Customer,45.0,F,2.0,Doctorate,Single,$120K +,Silver,21.0,4.0,0.0,4.0,6971.7,1812.0,2.939,8685.0,44.0,3.27,0.667,5159.7,0.863371,0.136629
768800485,Existing Customer,67.0,F,2.0,College,Married,$40K - $60K,Silver,15.0,2.0,2.0,6.0,33687.8,203.0,0.953,14515.0,101.0,3.377,0.366,33484.8,0.92584,0.07416
768800486,Existing Customer,33.0,F,1.0,Doctorate,Single,$40K - $60K,Gold,55.0,2.0,6.0,5.0,9873.5,2115.0,2.638,7073.0,73.0,3.258,0.043,7758.5,0.919549,0.080451
768800487,Existing Customer,26.0,M,0.0,Doctorate,Unknown,Less than $40K,Silver,53.0,5.0,3.0,2.0,25410.8,814.0,0.381,5649.0,56.0,0.53,0.378,24596.8,0.810909,0.189091
768800488,Existing Customer,31.0,M,3.0,Unknown,Single,$60K - $80K,Gold,53.0,6.0,6.0,0.0,27761.3,18.0,0.981,10420.0,96.0,1.525,0.95,27743.3,0.801036,0.198964
768800489,Existing Customer,50.0,F,2.0,Uneducated,Divorced,$60K - $80K,Silver,51.0,3.0,3.0,0.0,16032.5,598.0,1.814,1796.0,87.0,2.76,0.483,15434.5,0.811553,0.188447
768800490,Existing Customer,39.0,F,2.0,Uneducated,Married,$80K - $120K,Blue,41.0,3.0,0.0,6.0,8423.9,610.0,1.785,4562.0,51.0,1.157,0.108,7813.9,0.825588,0.174412
768800491,Existing Customer,49.0,M,1.0,College,Divorced,$80K - $120K,Blue,35.0,5.0,3.0,3.0,7688.4,35.0,2.891,1164.0,39.0,2.454,0.688,7653.4,0.85153,0.14847
768800492,Existing Customer,27.0,M,5.0,Graduate,Single,Less than $40K,Gold,56.0,2.0,5.0,2.0,29769.2,1683.0,3.387,9957.0,129.0,0.877,0.963,28086.2,0.981391,0.018609
768800493,Existing Customer,41.0,F,3.0,Unknown,Divorced,$40K - $60K,Silver,37.0,2.0,4.0,2.0,18332.8,239.0,0.365,8476.0,31.0,1.197,0.908,18093.8,0.903727,0.096273
768800494,Existing Customer,45.0,F,2.0,Doctorate,Unknown,$60K - $80K,Silver,41.0,5.0,0.0,1.0,4419.6,2131.0,0.923,10981.0,134.0,3.184,0.572,2288.6,0.959378,0.040622
768800495,Existing Customer,46.0,M,1.0,College,Divorced,$40K - $60K,Gold,22.0,2.0,1.0,5.0,25155.6,1141.0,1.216,11602.0,71.0,0.927,0.376,24014.6,0.967662,0.032338
768800496,Existing Customer,52.0,F,4.0,Graduate,Married,Less than $40K,Silver,45.0,5.0,5.0,4.0,9713.2,1808.0,1.628,7612.0,139.0,3.568,0.581,7905.2,0.946989,0.053011
768800497,Existing Customer,63.0,F,5.0,Uneducated,Single,$120K +,Silver,49.0,3.0,6.0,6.0,30427.4,855.0,1.679,16128.0,55.0,1.133,0.816,29572.4,0.878277,0.121723
768800498,Existing Customer,48.0,M,0.0,Uneducated,Married,$80K - $120K,Blue,42.0,6.0,5.0,2.0,11678.0,332.0,2.911,17015.0,83.0,0.087,0.861,11346.0,0.972772,0.027228
768800499,Existing Customer,66.0,M,5.0,College,Single,$60K - $80K,Silver,34.0,1.0,0.0,3.0,8062.6,454.0,2.62,2501.0,89.0,0.943,0.819,7608.6,0.94841,0.05159
